concept,namespace,period_type,balance,statement
DecreaseThroughClassifiedAsHeldForSaleInvestmentProperty,ifrs,duration,credit,P&L / Cash Flow
DecreaseThroughClassifiedAsHeldForSalePropertyPlantAndEquipment,ifrs,duration,credit,P&L / Cash Flow
DecreaseThroughLossOfControlOfSubsidiaryIntangibleAssetsAndGoodwill,ifrs,duration,credit,P&L / Cash Flow
DecreaseThroughLossOfControlOfSubsidiaryIntangibleAssetsOtherThanGoodwill,ifrs,duration,credit,P&L / Cash Flow
DecreaseThroughLossOfControlOfSubsidiaryOtherProvisions,ifrs,duration,debit,P&L / Cash Flow
DecreaseThroughLossOfControlOfSubsidiaryPropertyPlantAndEquipment,ifrs,duration,credit,P&L / Cash Flow
DecreaseThroughTransferToLiabilitiesIncludedInDisposalGroupsClassifiedAsHeldForSaleOtherProvisions,ifrs,duration,debit,P&L / Cash Flow
DeferredTax,mx_ccd,duration,debit,P&L / Cash Flow
DeferredTaxExpenseArisingFromWritedownOrReversalOfWritedownOfDeferredTaxAsset,ifrs,duration,debit,P&L / Cash Flow
DeferredTaxExpenseIncome,ifrs,duration,debit,P&L / Cash Flow
DeferredTaxExpenseIncomeRecognisedInProfitOrLoss,ifrs,duration,,P&L / Cash Flow
DeferredTaxExpenseIncomeRelatingToOriginationAndReversalOfTemporaryDifferences,ifrs,duration,debit,P&L / Cash Flow
DeferredTaxExpenseIncomeRelatingToTaxRateChangesOrImpositionOfNewTaxes,ifrs,duration,debit,P&L / Cash Flow
DeferredTaxRelatingToItemsChargedOrCreditedDirectlyToEquity,ifrs,duration,,P&L / Cash Flow
DepreciationAmortisationAndImpairmentLossReversalOfImpairmentLossRecognisedInProfitOrLoss,ifrs,duration,debit,P&L / Cash Flow
DepreciationAndAmortisationExpense,ifrs,duration,debit,P&L / Cash Flow
DepreciationAndAmortisationExpense,mx_ccd,duration,debit,P&L / Cash Flow
DepreciationBiologicalAssets,ifrs,duration,,P&L / Cash Flow
DepreciationExpense,ifrs,duration,debit,P&L / Cash Flow
DepreciationInvestmentProperty,ifrs,duration,,P&L / Cash Flow
DepreciationMethodBiologicalAssetsAtCost,ifrs,duration,,P&L / Cash Flow
DepreciationMethodInvestmentPropertyCostModel,ifrs,duration,,P&L / Cash Flow
DepreciationMethodPropertyPlantAndEquipment,ifrs,duration,,P&L / Cash Flow
DepreciationPropertyPlantAndEquipment,ifrs,duration,,P&L / Cash Flow
DescriptionAndCarryingAmountOfIntangibleAssetsMaterialToEntity,ifrs,duration,,P&L / Cash Flow
DescriptionAndCarryingAmountOfIntangibleAssetsWithIndefiniteUsefulLife,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingForTransactionRecognisedSeparatelyFromAcquisitionOfAssetsAndAssumptionOfLiabilitiesInBusinessCombination,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyDecisionToUseExceptionInIFRS1348Assets,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyDecisionToUseExceptionInIFRS1348Liabilities,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForAvailableforsaleFinancialAssetsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForBiologicalAssetsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForBorrowingCostsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForBorrowingsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForBusinessCombinationsAndGoodwillExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForBusinessCombinationsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForCashFlowsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForCollateralExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForConstructionInProgressExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForCustomerAcquisitionCostsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForDecommissioningRestorationAndRehabilitationProvisionsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForDeferredAcquisitionCostsArisingFromInsuranceContractsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForDepreciationExpenseExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForDerecognitionOfFinancialInstrumentsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForDerivativeFinancialInstrumentsAndHedgingExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForDerivativeFinancialInstrumentsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForDiscontinuedOperationsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForDividendsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForEarningsPerShareExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForEmployeeBenefitsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForEnvironmentRelatedExpenseExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForExpensesExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForExplorationAndEvaluationExpenditures,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForFairValueMeasurementExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForFeeAndCommissionIncomeAndExpenseExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForFinanceCostsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForFinanceIncomeAndCostsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForFinancialAssetsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForFinancialGuaranteesExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForFinancialInstrumentsAtFairValueThroughProfitOrLossExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForFinancialInstrumentsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForFinancialLiabilitiesExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForForeignCurrencyTranslationExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForFunctionalCurrencyExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForGoodwillExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForGovernmentGrants,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForHedgingExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForHeldtomaturityInvestmentsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForImpairmentOfAssetsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForImpairmentOfFinancialAssetsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForImpairmentOfNonfinancialAssetsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForIncomeTaxExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForInsuranceContracts,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForIntangibleAssetsAndGoodwillExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForIntangibleAssetsOtherThanGoodwillExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForInterestIncomeAndExpenseExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForInvestmentInAssociates,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForInvestmentInAssociatesAndJointVenturesExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForInvestmentPropertyExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForInvestmentsInJointVentures,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForInvestmentsOtherThanInvestmentsAccountedForUsingEquityMethodExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForIssuedCapitalExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForLeasesExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForLoansAndReceivablesExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForMeasuringInventories,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForMiningAssetsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForMiningRightsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForNoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleAndDiscontinuedOperationsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForNoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForOffsettingOfFinancialInstrumentsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForOilAndGasAssetsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForPropertyPlantAndEquipmentExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForProvisionsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForReclassificationOfFinancialInstrumentsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForRecognisingDifferenceBetweenFairValueAtInitialRecognitionAndAmountDeterminedUsingValuationTechniqueExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForRecognitionOfRevenue,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForReinsuranceExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForRepurchaseAndReverseRepurchaseAgreementsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForResearchAndDevelopmentExpenseExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForRestrictedCashAndCashEquivalentsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForSegmentReportingExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForSharebasedPaymentTransactionsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForStrippingCostsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForSubsidiariesExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForTerminationBenefits,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForTradeAndOtherPayablesExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForTradeAndOtherReceivablesExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForTradingIncomeAndExpenseExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForTransactionsWithNoncontrollingInterestsExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForTransactionsWithRelatedPartiesExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyForTreasurySharesExplanatory,ifrs,duration,,P&L / Cash Flow
DescriptionOfAccountingPolicyToDetermineComponentsOfCashAndCashEquivalents,ifrs,duration,,P&L / Cash Flow
DescriptionOfAcquiree,ifrs,duration,,P&L / Cash Flow
DescriptionOfAcquisitionOfAssetsByAssumingDirectlyRelatedLiabilitiesOrMeansOfFinanceLease,ifrs,duration,,P&L / Cash Flow
DescriptionOfAcquisitionOfEntityByMeansOfEquityIssue,ifrs,duration,,P&L / Cash Flow
DescriptionOfAgreedAllocationOfDeficitOrSurplusOfMultiemployerOrStatePlanOnEntitysWithdrawalFromPlan,ifrs,duration,,P&L / Cash Flow
DescriptionOfAgreedAllocationOfDeficitOrSurplusOfMultiemployerOrStatePlanOnWindupOfPlan,ifrs,duration,,P&L / Cash Flow
DescriptionOfAmountsOfAssetsLiabilitiesEquityInterestsOrItemsOfConsiderationForWhichInitialAccountingIsIncomplete,ifrs,duration,,P&L / Cash Flow
DescriptionOfAnyOtherEntitysResponsibilitiesForGovernanceOfPlan,ifrs,duration,,P&L / Cash Flow
DescriptionOfAnyRetirementBenefitPlanTerminationTerms,ifrs,duration,,P&L / Cash Flow
DescriptionOfArrangementForContingentConsiderationArrangementsAndIndemnificationAssets,ifrs,duration,,P&L / Cash Flow
DescriptionOfArrangementInvolvingLegalFormOfLease,ifrs,duration,,P&L / Cash Flow
DescriptionOfAssetUnderlyingArrangementInvolvingLegalFormOfLeaseAndAnyRestrictionsOnItsUse,ifrs,duration,,P&L / Cash Flow
DescriptionOfAssetliabilityMatchingStrategiesUsedByPlanOrEntityToManageRisk,ifrs,duration,,P&L / Cash Flow
DescriptionOfBasesOfFinancialStatementsThatHaveBeenRestatedForChangesInGeneralPurchasingPowerOfFunctionalCurrency,ifrs,duration,,P&L / Cash Flow
DescriptionOfBasisForDeterminingAmountOfPaymentForContingentConsiderationArrangementsAndIndemnificationAssets,ifrs,duration,,P&L / Cash Flow
DescriptionOfBasisOfAccountingForTransactionsBetweenReportableSegments,ifrs,duration,,P&L / Cash Flow
DescriptionOfBasisOfPreparationOfSummarisedFinancialInformationOfAssociate,ifrs,duration,,P&L / Cash Flow
DescriptionOfBasisOfPreparationOfSummarisedFinancialInformationOfJointVenture,ifrs,duration,,P&L / Cash Flow
DescriptionOfBasisOfValuationOfAssetsAvailableForBenefits,ifrs,duration,,P&L / Cash Flow
DescriptionOfBasisOnWhichUnitsRecoverableAmountHasBeenDetermined,ifrs,duration,,P&L / Cash Flow
DescriptionOfBasisUsedToDetermineSurplusOrDeficitOfMultiemployerPlan,ifrs,duration,,P&L / Cash Flow
DescriptionOfBiologicalAssets,ifrs,duration,,P&L / Cash Flow
DescriptionOfBiologicalAssetsPreviouslyMeasuredAtCost,ifrs,duration,,P&L / Cash Flow
DescriptionOfBiologicalAssetsWhereFairValueInformationIsUnreliable,ifrs,duration,,P&L / Cash Flow
DescriptionOfCashgeneratingUnit,ifrs,duration,,P&L / Cash Flow
DescriptionOfChangeInValuationTechniqueUsedInFairValueMeasurementAssets,ifrs,duration,,P&L / Cash Flow
DescriptionOfChangeInValuationTechniqueUsedInFairValueMeasurementEntitysOwnEquityInstruments,ifrs,duration,,P&L / Cash Flow
DescriptionOfChangeInValuationTechniqueUsedInFairValueMeasurementLiabilities,ifrs,duration,,P&L / Cash Flow
DescriptionOfChangeInValuationTechniqueUsedToMeasureFairValueLessCostsOfDisposal,ifrs,duration,,P&L / Cash Flow
DescriptionOfChangeOfInvestmentEntityStatus,ifrs,duration,,P&L / Cash Flow
DescriptionOfChangesInEntitysObjectivesPoliciesAndProcessesForManagingCapitalAndWhatEntityManagesAsCapital,ifrs,duration,,P&L / Cash Flow
DescriptionOfChangesInMethodsAndAssumptionsUsedInPreparingSensitivityAnalysisForActuarialAssumptions,ifrs,duration,,P&L / Cash Flow
DescriptionOfChangesInPlanToSellNoncurrentAssetOrDisposalGroupHeldForSale,ifrs,duration,,P&L / Cash Flow
DescriptionOfChangesInServiceConcessionArrangement,ifrs,duration,,P&L / Cash Flow
DescriptionOfCollateralHeldAndOtherCreditEnhancementsFinancialAssetsThatAreIndividuallyDeterminedToBeImpaired,ifrs,duration,,P&L / Cash Flow
DescriptionOfCollateralHeldAsSecurityAndOtherCreditEnhancements,ifrs,duration,,P&L / Cash Flow
DescriptionOfCollateralPermittedToSellOrRepledgeInAbsenceOfDefaultByOwnerOfCollateral,ifrs,duration,,P&L / Cash Flow
DescriptionOfComparisonBetweenAssetsAndLiabilitiesRecognisedInRelationToStructuredEntitiesAndMaximumExposureToLossFromInterestsInStructuredEntities,ifrs,duration,,P&L / Cash Flow
DescriptionOfComplianceWithIFRSsIfAppliedForInterimFinancialReport,ifrs,duration,,P&L / Cash Flow
DescriptionOfConcentrationsOfInsuranceRisk,ifrs,duration,,P&L / Cash Flow
DescriptionOfConclusionWhyTransactionPriceWasNotBestEvidenceOfFairValue,ifrs,duration,,P&L / Cash Flow
DescriptionOfContractualAgreementOrStatedPolicyForChargingNetDefinedBenefitCost,ifrs,duration,,P&L / Cash Flow
DescriptionOfConversionOfDebtToEquity,ifrs,duration,,P&L / Cash Flow
DescriptionOfCriteriaUsedToDistinguishInvestmentPropertyFromOwneroccupiedPropertyAndFromPropertyHeldSaleInOrdinaryCourseOfBusiness,ifrs,duration,,P&L / Cash Flow
DescriptionOfCrossreferenceToDisclosuresAboutHedgeAccountingPresentedOutsideFinancialStatements,ifrs,duration,,P&L / Cash Flow
DescriptionOfCrossreferenceToDisclosuresAboutNatureAndExtentOfRisksArisingFromFinancialInstruments,ifrs,duration,,P&L / Cash Flow
DescriptionOfCrossreferenceToDisclosuresAboutPlansThatShareRisksBetweenEntitiesUnderCommonControlInAnotherGroupEntitysFinancialStatements,ifrs,duration,,P&L / Cash Flow
DescriptionOfCurrencyInWhichSupplementaryInformationIsDisplayed,ifrs,duration,,P&L / Cash Flow
DescriptionOfCurrentAndFormerWayOfAggregatingAssets,ifrs,duration,,P&L / Cash Flow
DescriptionOfCurrentCommitmentsOrIntentionsToProvideSupportToSubsidiary,ifrs,duration,,P&L / Cash Flow
DescriptionOfDetailsOfBreachesWhichPermittedLenderToDemandAcceleratedRepaymentDuringPeriodOfPrincipalInterestSinkingFundOrRedemptionTermsOfLoansPayable,ifrs,duration,,P&L / Cash Flow
DescriptionOfDetailsOfDefaultsDuringPeriodOfPrincipalInterestSinkingFundOrRedemptionTermsOfLoansPayable,ifrs,duration,,P&L / Cash Flow
DescriptionOfDifficultiesStructuredEntityExperiencedInFinancingItsActivities,ifrs,duration,,P&L / Cash Flow
DescriptionOfEffectOfChangingBusinessModelForManagingFinancialAssetsOnFinancialStatements,ifrs,duration,,P&L / Cash Flow
DescriptionOfEffectOfRegulatoryFrameworkOnPlan,ifrs,duration,,P&L / Cash Flow
DescriptionOfEstimateOfRangeOfOutcomesFromContingentConsiderationArrangementsAndIndemnificationAssets,ifrs,duration,,P&L / Cash Flow
DescriptionOfEventOrChangeInCircumstancesThatCausedRecognitionOfDeferredTaxBenefitsAcquiredInBusinessCombinationAfterAcquisitionDate,ifrs,duration,,P&L / Cash Flow
DescriptionOfExistenceOfRestrictionsOnTitlePropertyPlantAndEquipment,ifrs,duration,,P&L / Cash Flow
DescriptionOfExistenceOfThirdpartyCreditEnhancement,ifrs,duration,,P&L / Cash Flow
DescriptionOfExpectedImpactOfInitialApplicationOfNewStandardsOrInterpretations,ifrs,duration,,P&L / Cash Flow
DescriptionOfExpectedTimingOfOutflowsContingentLiabilitiesInBusinessCombination,ifrs,duration,,P&L / Cash Flow
DescriptionOfExpectedTimingOfOutflowsOtherProvisions,ifrs,duration,,P&L / Cash Flow
DescriptionOfExpectedVolatilityShareOptionsGranted,ifrs,duration,,P&L / Cash Flow
DescriptionOfExpiryDateOfTemporaryDifferencesUnusedTaxLossesAndUnusedTaxCredits,ifrs,duration,,P&L / Cash Flow
DescriptionOfExplanationOfFactAndReasonsWhyRangeOfOutcomesFromContingentConsiderationArrangementsAndIndemnificationAssetsCannotBeEstimated,ifrs,duration,,P&L / Cash Flow
DescriptionOfExposureToRisk,ifrs,duration,,P&L / Cash Flow
DescriptionOfExtentToWhichEntityCanBeLiableToMultiemployerOrStatePlanForOtherEntitiesObligations,ifrs,duration,,P&L / Cash Flow
DescriptionOfExtentToWhichFairValueOfInvestmentPropertyIsBasedOnValuationByIndependentValuer,ifrs,duration,,P&L / Cash Flow
DescriptionOfFactAndBasisOnWhichCarryingAmountsDeterminedUnderPreviousGAAPWereAllocatedIfEntityUsesExemptionInIFRS1D8Ab,ifrs,duration,,P&L / Cash Flow
DescriptionOfFactAndBasisOnWhichCarryingAmountsWereDeterminedIfEntityUsesExemptionInIFRS1D8B,ifrs,duration,,P&L / Cash Flow
DescriptionOfFactAndReasonWhySensitivityAnalysisAreUnrepresentative,ifrs,duration,,P&L / Cash Flow
DescriptionOfFactAndReasonWhyVolumeOfHedgingRelationshipsToWhichExemptionInIFRS723CAppliesIsUnrepresentativeOfNormalVolumes,ifrs,duration,,P&L / Cash Flow
DescriptionOfFactAndReasonsWhyMaximumExposureToLossFromInterestsInStructuredEntitiesCannotBeQuantified,ifrs,duration,,P&L / Cash Flow
DescriptionOfFactThatAmountOfChangeInAccountingEstimateIsImpracticable,ifrs,duration,,P&L / Cash Flow
DescriptionOfFactThatChangingOneOrMoreUnobservableInputsToReflectReasonablyPossibleAlternativeAssumptionsWouldChangeFairValueSignificantlyAssets,ifrs,duration,,P&L / Cash Flow
DescriptionOfFactThatChangingOneOrMoreUnobservableInputsToReflectReasonablyPossibleAlternativeAssumptionsWouldChangeFairValueSignificantlyEntitysOwnEquityInstruments,ifrs,duration,,P&L / Cash Flow
DescriptionOfFactThatChangingOneOrMoreUnobservableInputsToReflectReasonablyPossibleAlternativeAssumptionsWouldChangeFairValueSignificantlyLiabilities,ifrs,duration,,P&L / Cash Flow
DescriptionOfFactThatEntityDoesNotHaveLegalOrConstructiveObligationToNegativeNetAssetsTransitionFromProportionateConsolidationToEquityMethod,ifrs,duration,,P&L / Cash Flow
DescriptionOfFactThatHighestAndBestUseOfNonfinancialAssetDiffersFromCurrentUse,ifrs,duration,,P&L / Cash Flow
